User 1,Is Bot?,User 2,Is Bot?,DTW Distance,Predicted,Real,Correct Match
465403330,1,465402069,1,141070.553,TRUE,TRUE,TRUE
465374176,1,465418810,1,141343.0524,TRUE,TRUE,TRUE
465319501,1,465373507,1,141395.9231,TRUE,TRUE,TRUE
465374176,1,465387088,1,141464.2809,TRUE,TRUE,TRUE
465367288,1,465369276,1,141476.6017,TRUE,TRUE,TRUE
465335657,1,465334514,1,141915.7808,TRUE,TRUE,TRUE
465361035,1,465379325,1,142231.7488,TRUE,TRUE,TRUE
465399263,1,465352631,1,142494.0068,TRUE,TRUE,TRUE
465380942,1,465323815,1,142563.4362,TRUE,TRUE,TRUE
465360460,1,465328572,1,142640.9406,TRUE,TRUE,TRUE
465359767,1,465378230,1,143658.4256,TRUE,TRUE,TRUE
465404874,1,465373507,1,143672.5647,TRUE,TRUE,TRUE
465338328,1,465418238,1,143763.5323,TRUE,TRUE,TRUE
465379325,1,237192061,1,143903.5832,TRUE,TRUE,TRUE
465413078,1,465392182,1,144387.3798,TRUE,TRUE,TRUE
465392383,1,465413078,1,144670.0751,TRUE,TRUE,TRUE
465378609,1,465349136,1,144792.0745,TRUE,TRUE,TRUE
465387088,1,465387671,1,144840.5771,TRUE,TRUE,TRUE
465325040,1,465373507,1,145077.0903,TRUE,TRUE,TRUE
465334514,1,465405613,1,145096.4641,TRUE,TRUE,TRUE
465378230,1,465399558,1,145220.3435,TRUE,TRUE,TRUE
465367288,1,465334514,1,145958.1636,TRUE,TRUE,TRUE
465393485,1,465334514,1,146033.165,TRUE,TRUE,TRUE
465366176,1,465349136,1,146840.8873,TRUE,TRUE,TRUE
465361035,1,465374259,1,147137.2596,TRUE,TRUE,TRUE
465378230,1,237192061,1,147370.1064,TRUE,TRUE,TRUE
465360460,1,465367288,1,147553.1899,TRUE,TRUE,TRUE
465418810,1,465361035,1,147745.7777,TRUE,TRUE,TRUE
465347437,1,465334514,1,148318.5976,TRUE,TRUE,TRUE
465369079,1,465375874,1,148626.9406,TRUE,TRUE,TRUE
465375874,1,465325040,1,148718.895,TRUE,TRUE,TRUE
465378609,1,237192061,1,148959.0056,TRUE,TRUE,TRUE
465361035,1,465373507,1,148988.8942,TRUE,TRUE,TRUE
465325633,1,465320112,1,149053.4806,TRUE,TRUE,TRUE
465365494,1,465323067,1,149126.0002,TRUE,TRUE,TRUE
465325040,1,465374259,1,149608.8897,TRUE,TRUE,TRUE
465367288,1,465320112,1,149795.057,TRUE,TRUE,TRUE
465413078,1,465373507,1,150300.7334,TRUE,TRUE,TRUE
237192061,1,465405613,1,150611.0024,TRUE,TRUE,TRUE
465368221,1,465323067,1,150792.2585,TRUE,TRUE,TRUE
465366176,1,465378230,1,151010.1609,TRUE,TRUE,TRUE
465376509,1,465413078,1,152183.2596,TRUE,TRUE,TRUE
465319501,1,465417674,1,152359.7008,TRUE,TRUE,TRUE
465376509,1,465343577,1,152444.2826,TRUE,TRUE,TRUE
465413078,1,465369079,1,152595.5199,TRUE,TRUE,TRUE
465393290,1,465417674,1,153356.59,TRUE,TRUE,TRUE
465392182,1,465398499,1,153608.2135,TRUE,TRUE,TRUE
465378983,1,465387671,1,153823.7844,TRUE,TRUE,TRUE
465379325,1,465387671,1,153826.5498,TRUE,TRUE,TRUE
465352631,1,465367288,1,153952.1488,TRUE,TRUE,TRUE
465369276,1,465387671,1,154094.8275,TRUE,TRUE,TRUE
465418810,1,465334514,1,154771.2949,TRUE,TRUE,TRUE
465399263,1,465325040,1,154920.8275,TRUE,TRUE,TRUE
465401166,1,465389976,1,155036.2788,TRUE,TRUE,TRUE
465366176,1,465328572,1,155353.8301,TRUE,TRUE,TRUE
465366176,1,465335657,1,155457.0068,TRUE,TRUE,TRUE
465380942,1,465378230,1,155713.3927,TRUE,TRUE,TRUE
465399263,1,465380942,1,155792.7693,TRUE,TRUE,TRUE
465334514,1,465372408,1,156298.3894,TRUE,TRUE,TRUE
465418238,1,465369276,1,156347.2633,TRUE,TRUE,TRUE
465392383,1,465373317,1,156355.2019,TRUE,TRUE,TRUE
465389976,1,465323815,1,156379.3866,TRUE,TRUE,TRUE
465338328,1,465328572,1,156536.3637,TRUE,TRUE,TRUE
465404789,1,465347437,1,156705.5411,TRUE,TRUE,TRUE
465366686,1,465328572,1,156730.2479,TRUE,TRUE,TRUE
465369079,1,465378609,1,157270.1168,TRUE,TRUE,TRUE
465398499,1,465393290,1,157456.6052,TRUE,TRUE,TRUE
465320112,1,465418896,1,157604.4388,TRUE,TRUE,TRUE
465338328,1,465393485,1,157863.8733,TRUE,TRUE,TRUE
465374259,1,465380942,1,158195.7454,TRUE,TRUE,TRUE
465380942,1,465335657,1,158230.1241,TRUE,TRUE,TRUE
465378983,1,465366176,1,158437.7452,TRUE,TRUE,TRUE
465378230,1,465325633,1,158485.2467,TRUE,TRUE,TRUE
465368221,1,465380942,1,158627.6706,TRUE,TRUE,TRUE
465404874,1,465418238,1,159468.8909,TRUE,TRUE,TRUE
465418810,1,465399263,1,159859.3891,TRUE,TRUE,TRUE
465372408,1,465376509,1,160014.2598,TRUE,TRUE,TRUE
465402069,1,465413078,1,160081.0358,TRUE,TRUE,TRUE
465376509,1,465369276,1,160848.6627,TRUE,TRUE,TRUE
465334514,1,465359767,1,161315.6051,TRUE,TRUE,TRUE
465335657,1,465376509,1,161409.283,TRUE,TRUE,TRUE
465398499,1,465418810,1,161576.2323,TRUE,TRUE,TRUE
465417674,1,465387671,1,161908.4444,TRUE,TRUE,TRUE
465369276,1,465349136,1,162820.9671,TRUE,TRUE,TRUE
465335657,1,465325040,1,163811.5226,TRUE,TRUE,TRUE
465380942,1,465413078,1,164212.2372,TRUE,TRUE,TRUE
465338328,1,465417674,1,164260.7309,TRUE,TRUE,TRUE
465323815,1,465405613,1,165181.5071,TRUE,TRUE,TRUE
465373538,1,465393290,1,165186.0224,TRUE,TRUE,TRUE
465393485,1,465325040,1,165596.6877,TRUE,TRUE,TRUE
465361035,1,465398499,1,165727.0753,TRUE,TRUE,TRUE
465374176,1,465373507,1,165825.2481,TRUE,TRUE,TRUE
465325633,1,465418810,1,166262.2764,TRUE,TRUE,TRUE
465418238,1,465373507,1,166319.1093,TRUE,TRUE,TRUE
465402069,1,465378230,1,166930.7586,TRUE,TRUE,TRUE
465418810,1,465376231,1,167410.959,TRUE,TRUE,TRUE
465352631,1,465398499,1,167729.6759,TRUE,TRUE,TRUE
465392182,1,465366176,1,168050.1926,TRUE,TRUE,TRUE
465421036,1,465351389,1,168374.0549,TRUE,TRUE,TRUE
465367288,1,465417674,1,168544.0804,TRUE,TRUE,TRUE
465338328,1,465361035,1,168571.8257,TRUE,TRUE,TRUE
465373538,1,465380942,1,168746.451,TRUE,TRUE,TRUE
465401166,1,465365494,1,169323.1141,TRUE,TRUE,TRUE
465418896,1,465366686,1,169357.9086,TRUE,TRUE,TRUE
237192061,1,465393290,1,169385.2878,TRUE,TRUE,TRUE
465405613,1,465413078,1,169615.7287,TRUE,TRUE,TRUE
465387088,1,465393485,1,170463.1188,TRUE,TRUE,TRUE
465351389,1,465413078,1,171020.9066,TRUE,TRUE,TRUE
465378983,1,465402069,1,171031.0674,TRUE,TRUE,TRUE
465373538,1,465366686,1,171067.1131,TRUE,TRUE,TRUE
465338328,1,465367288,1,171417.1935,TRUE,TRUE,TRUE
465399263,1,465418810,1,171444.1463,TRUE,TRUE,TRUE
465398499,1,465369079,1,172123.6366,TRUE,TRUE,TRUE
465418896,1,465378230,1,172338.9355,TRUE,TRUE,TRUE
465418810,1,465392182,1,172502.1994,TRUE,TRUE,TRUE
465338328,1,465392182,1,172622.6351,TRUE,TRUE,TRUE
465328572,1,465392182,1,173185.7378,TRUE,TRUE,TRUE
465338328,1,465376509,1,173583.9306,TRUE,TRUE,TRUE
465418896,1,465367288,1,174250.5811,TRUE,TRUE,TRUE
465372408,1,465387671,1,174424.8543,TRUE,TRUE,TRUE
465325633,1,465349136,1,174524.2988,TRUE,TRUE,TRUE
465399558,1,465394343,1,174815.4264,TRUE,TRUE,TRUE
465392383,1,465387088,1,174816.6773,TRUE,TRUE,TRUE
465378609,1,465399263,1,174942.5035,TRUE,TRUE,TRUE
465360460,1,465376231,1,175190.4557,TRUE,TRUE,TRUE
465380942,1,465387088,1,175339.1853,TRUE,TRUE,TRUE
465418896,1,465392383,1,175348.8807,TRUE,TRUE,TRUE
465338328,1,465371415,1,176064.2933,TRUE,TRUE,TRUE
465418810,1,465378983,1,176421.7142,TRUE,TRUE,TRUE
465369276,1,465375874,1,176484.5301,TRUE,TRUE,TRUE
465338328,1,465349136,1,176553.8232,TRUE,TRUE,TRUE
465367288,1,465349136,1,176556.4858,TRUE,TRUE,TRUE
465398499,1,465417674,1,177399.9309,TRUE,TRUE,TRUE
465376509,1,465418896,1,177402.6025,TRUE,TRUE,TRUE
465343577,1,465371415,1,177546.0817,TRUE,TRUE,TRUE
465387088,1,465369079,1,177616.431,TRUE,TRUE,TRUE
465380942,1,465334514,1,177657.3948,TRUE,TRUE,TRUE
465334514,1,465373317,1,178091.1281,TRUE,TRUE,TRUE
465366176,1,465398499,1,178606.4678,TRUE,TRUE,TRUE
465360460,1,465323815,1,179668.9369,TRUE,TRUE,TRUE
465405613,1,465378983,1,179854.2702,TRUE,TRUE,TRUE
465328572,1,465389976,1,180262.9368,TRUE,TRUE,TRUE
465334514,1,465404874,1,180269.5779,TRUE,TRUE,TRUE
465399263,1,465387088,1,180389.381,TRUE,TRUE,TRUE
465319501,1,465325040,1,181015.2192,TRUE,TRUE,TRUE
465399263,1,465392383,1,181276.3064,TRUE,TRUE,TRUE
465338328,1,465374176,1,181302.2659,TRUE,TRUE,TRUE
465392383,1,465343577,1,181849.9977,TRUE,TRUE,TRUE
465328572,1,465372408,1,182216.1416,TRUE,TRUE,TRUE
465359767,1,465366686,1,182711.1367,TRUE,TRUE,TRUE
465404874,1,465325040,1,183283.867,TRUE,TRUE,TRUE
465405613,1,465338328,1,183303.6181,TRUE,TRUE,TRUE
237192061,1,465320112,1,183323.8524,TRUE,TRUE,TRUE
465347437,1,465378983,1,183772.6871,TRUE,TRUE,TRUE
465418238,1,465325040,1,183910.4583,TRUE,TRUE,TRUE
465392383,1,465369079,1,184016.4916,TRUE,TRUE,TRUE
465319501,1,237192061,1,184037.3343,TRUE,TRUE,TRUE
465374176,1,465325633,1,184482.289,TRUE,TRUE,TRUE
465338328,1,465392383,1,184598.7543,TRUE,TRUE,TRUE
465418810,1,465369276,1,184834.1716,TRUE,TRUE,TRUE
465378230,1,465376509,1,184870.609,TRUE,TRUE,TRUE
465374259,1,465418896,1,184967.5529,TRUE,TRUE,TRUE
465405613,1,465351389,1,185307.1935,TRUE,TRUE,TRUE
465393485,1,465378609,1,185697.349,TRUE,TRUE,TRUE
465361035,1,465328572,1,185782.862,TRUE,TRUE,TRUE
465394343,1,465418896,1,185873.6932,TRUE,TRUE,TRUE
465418896,1,465399263,1,185965.1745,TRUE,TRUE,TRUE
465399263,1,465417674,1,186068.4032,TRUE,TRUE,TRUE
465368221,1,465398499,1,186759.0452,TRUE,TRUE,TRUE
465319501,1,465389976,1,186931.5455,TRUE,TRUE,TRUE
465372408,1,465380942,1,187399.1447,TRUE,TRUE,TRUE
465360460,1,465373317,1,187534.9168,TRUE,TRUE,TRUE
465320112,1,465376509,1,187820.9164,TRUE,TRUE,TRUE
465373538,1,465359767,1,187837.0275,TRUE,TRUE,TRUE
465374259,1,465360460,1,187876.5137,TRUE,TRUE,TRUE
465378609,1,465328572,1,187924.4836,TRUE,TRUE,TRUE
465372408,1,465378983,1,187954.6687,TRUE,TRUE,TRUE
465393485,1,465347437,1,188610.0956,TRUE,TRUE,TRUE
465369276,1,465405613,1,188741.9325,TRUE,TRUE,TRUE
465325040,1,465392383,1,189402.1029,TRUE,TRUE,TRUE
465378609,1,465387088,1,189717.0436,TRUE,TRUE,TRUE
465334514,1,465369079,1,189801.7063,TRUE,TRUE,TRUE
465373507,1,465405613,1,189943.2811,TRUE,TRUE,TRUE
465420606,1,465399558,1,190176.2643,TRUE,TRUE,TRUE
465335657,1,465399263,1,190803.3416,TRUE,TRUE,TRUE
465366176,1,465405613,1,191459.3206,TRUE,TRUE,TRUE
465393290,1,465359767,1,191509.8949,TRUE,TRUE,TRUE
465366686,1,465387088,1,191626.8163,TRUE,TRUE,TRUE
465387088,1,465373538,1,191817.1837,TRUE,TRUE,TRUE
465325633,1,465366686,1,191827.6621,TRUE,TRUE,TRUE
465404874,1,465367288,1,192268.8224,TRUE,TRUE,TRUE
465402069,1,465338328,1,192620.0282,TRUE,TRUE,TRUE
465373538,1,465366176,1,193128.7649,TRUE,TRUE,TRUE
465393485,1,465405613,1,193224.0987,TRUE,TRUE,TRUE
465368221,1,465323815,1,193672.4757,TRUE,TRUE,TRUE
465378983,1,465374176,1,193673.1393,TRUE,TRUE,TRUE
465393290,1,465392182,1,193767.1741,TRUE,TRUE,TRUE
465418238,1,465323815,1,194377.1764,TRUE,TRUE,TRUE
465374259,1,465338328,1,194462.2169,TRUE,TRUE,TRUE
465323815,1,465374259,1,194700.2654,TRUE,TRUE,TRUE
465352631,1,465418810,1,194825.8108,TRUE,TRUE,TRUE
465379325,1,465338328,1,194920.1643,TRUE,TRUE,TRUE
465380942,1,465417674,1,194971.6013,TRUE,TRUE,TRUE
465359767,1,465320112,1,195367.7881,TRUE,TRUE,TRUE
465374259,1,237192061,1,195467.8177,TRUE,TRUE,TRUE
465334514,1,465378983,1,195913.3205,TRUE,TRUE,TRUE
465402069,1,465392383,1,196077.528,TRUE,TRUE,TRUE
465325040,1,465374176,1,196602.2108,TRUE,TRUE,TRUE
465376231,1,465378609,1,196667.6021,TRUE,TRUE,TRUE
465418238,1,465392182,1,197059.0657,TRUE,TRUE,TRUE
237192061,1,465325040,1,197245.761,TRUE,TRUE,TRUE
465379325,1,465343577,1,197373.3682,TRUE,TRUE,TRUE
465392383,1,237192061,1,198173.5871,TRUE,TRUE,TRUE
465369079,1,465399263,1,198303.6122,TRUE,TRUE,TRUE
465361035,1,465375874,1,198668.8904,TRUE,TRUE,TRUE
465402069,1,465375874,1,198736.6026,TRUE,TRUE,TRUE
237192061,1,465392383,1,198977.0477,TRUE,TRUE,TRUE
465399263,1,465376231,1,199062.8716,TRUE,TRUE,TRUE
465387671,1,465335657,1,199477.5588,TRUE,TRUE,TRUE
465361035,1,465387671,1,199778.4425,TRUE,TRUE,TRUE
465373538,1,465352631,1,199948.7441,TRUE,TRUE,TRUE
465325633,1,465338328,1,199992.4719,TRUE,TRUE,TRUE
237192061,1,465387088,1,200100.0333,TRUE,TRUE,TRUE
465360460,1,465387671,1,200536.5185,TRUE,TRUE,TRUE
465413078,1,465320112,1,200804.1849,TRUE,TRUE,TRUE
465375874,1,465399263,1,200922.7194,TRUE,TRUE,TRUE
465338328,1,465376231,1,201156.1508,TRUE,TRUE,TRUE
465379325,1,465418896,1,201379.8797,TRUE,TRUE,TRUE
465378983,1,465343577,1,201766.7769,TRUE,TRUE,TRUE
465393485,1,465323815,1,201908.5159,TRUE,TRUE,TRUE
465360460,1,465398499,1,202010.2116,TRUE,TRUE,TRUE
465347437,1,465351389,1,202158.6623,TRUE,TRUE,TRUE
465392383,1,465368221,1,202235.05,TRUE,TRUE,TRUE
465399263,1,465389976,1,202505.4245,TRUE,TRUE,TRUE
465372408,1,465325633,1,202684.2562,TRUE,TRUE,TRUE
465325633,1,465352631,1,202807.6489,TRUE,TRUE,TRUE
465403330,1,465372408,1,203109.6596,TRUE,TRUE,TRUE
465393290,1,465418896,1,203358.1167,TRUE,TRUE,TRUE
465323815,1,465413078,1,203393.668,TRUE,TRUE,TRUE
465387088,1,465376509,1,204210.5756,TRUE,TRUE,TRUE
465325040,1,465398499,1,204424.0598,TRUE,TRUE,TRUE
465404874,1,465328572,1,204725.3641,TRUE,TRUE,TRUE
465368221,1,465369079,1,204860.2279,TRUE,TRUE,TRUE
465371415,1,465392383,1,204867.3719,TRUE,TRUE,TRUE
465373538,1,465334514,1,204912.481,TRUE,TRUE,TRUE
465360460,1,465392182,1,205254.2724,TRUE,TRUE,TRUE
465349136,1,465378230,1,205642.1045,TRUE,TRUE,TRUE
465360460,1,465418896,1,205793.4287,TRUE,TRUE,TRUE
465319501,1,465373538,1,206059.4609,TRUE,TRUE,TRUE
465375874,1,465374259,1,206491.1852,TRUE,TRUE,TRUE
465351389,1,465393290,1,206515.4277,TRUE,TRUE,TRUE
465368221,1,465347437,1,206913.2388,TRUE,TRUE,TRUE
465378609,1,465373538,1,206974.1759,TRUE,TRUE,TRUE
465392182,1,465387088,1,207275.2504,TRUE,TRUE,TRUE
465367288,1,465387671,1,207690.3191,TRUE,TRUE,TRUE
465368221,1,465376509,1,207744.2787,TRUE,TRUE,TRUE
237178034,1,465404789,1,207773.859,TRUE,TRUE,TRUE
465387671,1,465378609,1,208603.9412,TRUE,TRUE,TRUE
465389976,1,465380942,1,208792.3183,TRUE,TRUE,TRUE
465361035,1,465399263,1,208934.407,TRUE,TRUE,TRUE
465349136,1,465418896,1,209186.7632,TRUE,TRUE,TRUE
465389976,1,465379325,1,210348.182,TRUE,TRUE,TRUE
465325040,1,465328572,1,210491.1091,TRUE,TRUE,TRUE
465374176,1,465361035,1,210516.2416,TRUE,TRUE,TRUE
465361035,1,465347437,1,210661.9821,TRUE,TRUE,TRUE
465352631,1,465335657,1,210959.4725,TRUE,TRUE,TRUE
465413078,1,465371415,1,211539.3744,TRUE,TRUE,TRUE
465401166,1,465421036,1,211858.8356,TRUE,TRUE,TRUE
465369079,1,465349136,1,211892.1837,TRUE,TRUE,TRUE
465373507,1,465369079,1,212159.2227,TRUE,TRUE,TRUE
465389976,1,465402069,1,212555.5561,TRUE,TRUE,TRUE
465398499,1,465374176,1,212745.9534,TRUE,TRUE,TRUE
465325633,1,465359767,1,212835.3614,TRUE,TRUE,TRUE
465392383,1,465393290,1,212868.0016,TRUE,TRUE,TRUE
465403330,1,465420606,1,212972.2515,TRUE,TRUE,TRUE
465361035,1,465323815,1,213060.7365,TRUE,TRUE,TRUE
465319501,1,465378983,1,213566.4908,TRUE,TRUE,TRUE
465418896,1,465417674,1,213587.7109,TRUE,TRUE,TRUE
465374176,1,465367288,1,214210.4033,TRUE,TRUE,TRUE
465392182,1,465405613,1,214436.9038,TRUE,TRUE,TRUE
465349136,1,465405613,1,214750.6085,TRUE,TRUE,TRUE
465393290,1,465418810,1,215514.9862,TRUE,TRUE,TRUE
465349136,1,465376231,1,215582.615,TRUE,TRUE,TRUE
465398499,1,465399263,1,215784.3981,TRUE,TRUE,TRUE
465392383,1,465359767,1,215869.239,TRUE,TRUE,TRUE
465365494,1,465366686,1,216094.8772,TRUE,TRUE,TRUE
465387671,1,465334514,1,216445.6481,TRUE,TRUE,TRUE
465393485,1,465376231,1,216462.3701,TRUE,TRUE,TRUE
465413078,1,465349136,1,216621.7064,TRUE,TRUE,TRUE
465361035,1,465413078,1,217371.976,TRUE,TRUE,TRUE
465374176,1,465389976,1,217550.5349,TRUE,TRUE,TRUE
465359767,1,465402069,1,217994.0053,TRUE,TRUE,TRUE
465366686,1,465320112,1,218312.0115,TRUE,TRUE,TRUE
465367288,1,465402069,1,218657.4492,TRUE,TRUE,TRUE
465367288,1,465373538,1,218810.0818,TRUE,TRUE,TRUE
465380942,1,465323067,1,219215.4693,TRUE,TRUE,TRUE
465398499,1,465376509,1,219252.2059,TRUE,TRUE,TRUE
465352631,1,465393485,1,219273.4224,TRUE,TRUE,TRUE
465379325,1,465374176,1,219470.3419,TRUE,TRUE,TRUE
465323815,1,465421036,1,219768.0749,TRUE,TRUE,TRUE
465368221,1,465417674,1,219843.5544,TRUE,TRUE,TRUE
465361035,1,465371415,1,220005.7805,TRUE,TRUE,TRUE
465413078,1,465426060,1,220090.5899,TRUE,TRUE,TRUE
465319501,1,465392182,1,220270.4408,TRUE,TRUE,TRUE
465351389,1,465367288,1,220429.7266,TRUE,TRUE,TRUE
465378609,1,465343577,1,220746.2008,TRUE,TRUE,TRUE
465367288,1,465378230,1,221179.4374,TRUE,TRUE,TRUE
465392383,1,465393485,1,221460.6926,TRUE,TRUE,TRUE
465372408,1,237192061,1,222280.4545,TRUE,TRUE,TRUE
465368221,1,465371415,1,222796.9287,TRUE,TRUE,TRUE
465417674,1,465373507,1,223101.2072,TRUE,TRUE,TRUE
465328572,1,465380942,1,223173.2909,TRUE,TRUE,TRUE
465323815,1,465369276,1,224074.2723,TRUE,TRUE,TRUE
465351389,1,465401166,1,224189.3062,TRUE,TRUE,TRUE
237192061,1,465328572,1,224246.961,TRUE,TRUE,TRUE
465401166,1,465394343,1,224713.3621,TRUE,TRUE,TRUE
237178034,1,465367288,1,225380.584,TRUE,TRUE,TRUE
465393290,1,465405613,1,225972.1419,TRUE,TRUE,TRUE
465405613,1,465371415,1,226029.0596,TRUE,TRUE,TRUE
465378609,1,465421036,1,226954.0596,TRUE,TRUE,TRUE
